,id,title,cluster,distance
0,bb46e276e4591316ddc3b96ce9ed0b5eed51be37,Hurricane Irma: What Southwest Florida renters need to know,"s, said, 's",0.9032475938523645
1,0a6141aa4d0f400cb7b7ca2d5e0be995382197cc,A hurricane sends Kenny Chesney on a new musical mission,"s, said, 's",0.341315553887508
2,0a04004d690bdbe2aac4247298875a250d0f1dce,Florida Caribbean Beaches Rebound,"s, said, 's",1.5553002485593967
3,8cb422fb9c5956a2cbf0b01383dce5fed59aa57e,Hurricane disaster relief should be data driven | TheHill,"s, said, 's",0.9080221929867576
4,718ae6269d1345534ec4c0f1b95612e74d0f662b,Some Houston Libraries Still Closed 11 Months After Hurricane Harvey - NBC 5 Dallas-Fort Worth,"s, said, 's",1.2200863797620818
5,52a87b032780b22fb415ee621d4324809aa52b41,Travel deals: Reopening sale at two St. Maarten resorts hit by Hurricane Irma - The Washington Post,"s, said, 's",1.5351316124581516
6,2844d70e3019c9f9c3737a74c03b3d7e8b29cb4c,Companies Preparing Superfund Sites for Next Major Hurricane | Bloomberg Environment,"s, said, 's",0.6106953539356478
7,8328bf41940ad4e5cd7f9aa4b8eab3e10cffa59a,How to improve critical hurricane-related supply chains,"s, said, 's",1.3938832079162333
8,bd4f0855f6856fb8124cc071751f119c22e431e2,Matthew recovery: Two years later victims still await money - News - The Fayetteville Observer - Fayetteville NC,"s, said, 's",0.14703220357734115
9,418d183916491c48d6faa070c5ecf8e20bec10e6,LETTER: The $100B hurricane and a fool’s errand - Opinion - The Courier-Tribune - Asheboro NC,"s, said, 's",1.563167295303097
10,307ed12eedc36100f86ff560d5cbf43a6e07b796,Forecast: Lighter hurricane season expected | Local News | valdostadailytimes.com,"s, said, 's",0.8065563972765396
11,a48c861314a6dc8199008504757cb68beafc58f0,Al Hurricane Jr. concert expected to draw close to 1500 people to Washington Park | News | rawlinstimes.com,"s, said, 's",1.1419509295796162
12,ea96a5f32e18edcf42421ee5329b8cb1d373ca0b,Al Hurricane Jr. set to rock second performance tonight this time at Mike’s Big City Bar & Grill | News | rawlinstimes.com,"s, said, 's",1.3844050277155755
13,4275b91ac45ce7875804e0ff8de22e177aafb8c2,Experts explain why Hurricane Matthew was so bad and why more storms like it are possible | Environment | pilotonline.com,"flooding, water, river",0.8881485583350158
14,09e82a182c94d26aabf6d27c40871a978f1c8786,With peak hurricane season near experts say vast majority of homes are under-insured | WPEC,"insurance, flooding, flooding",0.6276837723380563
15,7e9cfd40eee0070fdf8b6483150fb0ba935151be,The Shingle Best Advice for Hurricane Season 2018 is a Free Roof Leak Detection from Bulldog Adjusters,"gas, leaking, gas",2.3132582871838325
16,426f0dc5259bcf976adafbd3168a8e6257657ff5,How to prolong your phone's life in a power outage,"storm, weather, snow",1.5938910066626482
17,269613cb38c40fb219ce03d87a62da828535be4a,Dallas Police 'Ambush': 12 Officers Shot 5 Killed During Protest,"police, said, office",0.5860051451140564
18,c6015d45d76948255972f04376eea1ab736a08ef,Hurricane Katrina Was the Beginning of the End for George W. Bush | The Report | US News,"s, said, 's",1.2425725610446252
19,1819fef3d01bf7d52cdb894529477e3173cb3ab8,Planned power outage Friday in Pickens County,"outage, powerful, powerful",3.146718823379905
20,c14c4cd9772b51071e95eaf31cddeb23badf89b1,Russians Brave Icy Temperatures to Protest Putin and Election - The New York Times,"protest, s, said",0.37844542912500373
21,ff259ad63c76e11ad7580abd7fa6c475e2c0ee10,Stephon Clark protest police shooting in Sacramento Friday | The Sacramento Bee,"protest, s, said",0.8119312725658074
22,dbc515fb25c39564bf488eae4b6322384e0db66c,Vietnamese Protest an Opening for Chinese Territorial Interests - The New York Times,"protest, s, said",0.6169560291022488
23,e5d784dca6cff469d8fac2b6fe4a88fa81d87293,Torrey Smith of Carolina Panthers -- New policy makes Colin Kaepernick protest 'in vain',"protest, s, said",0.7975107499480061
24,c80e5235fe742d00023eadac0f02d3584f15bbdf,Anniversary of Thai Coup Draws Uneasy Protest and Police Threats - The New York Times,"protest, s, said",0.3181097073456245
25,8b37f1a3ac1eed76ec88193a2004c0c6dfbca78b,Jury Finds First Batch Of Inauguration Protesters Not Guilty Of Riot Charges : The Two-Way : NPR,"protest, s, said",1.0324066583677107
26,8a2b839ec1390edc1f9edd911b6221792d798171,Mayor Tells Police Bureau to Let Feds Handle ICE Protest - Blogtown - Portland Mercury,"protest, s, said",1.2451670136227573
27,02d10d4695e786fdb1552045e0295ce0f7514526,David West’s anthem protest may be barely noticeable — but it speaks volumes — The Undefeated,"protest, s, said",0.41719652888994047
28,e93fcc0636eedd03c0f8cc729429ff979cfdd311,Hong Kong Court Throws Out Protest Leaders’ Prison Sentences - The New York Times,"protest, s, said",1.0421127212815162
29,3a6c64314082006b3024d5575706ab19b710c2e7,Pepsi Pulls Ad Accused of Trivializing Black Lives Matter - The New York Times,"protest, s, said",1.0507152181061044
30,e1bbb4ae15f29c899c2bf2ce192afe7045687248,Moroccan Protest Leader Is Sentenced to 20 Years in Prison - The New York Times,"protest, s, said",1.318259847994706
31,70e9e31e7b225b3abb526b743e12874a06ed5b3e,Opioid Protest at Met Museum Targets Donors Connected to OxyContin - The New York Times,"protest, s, said",1.1745994674948088
32,485d517300b450a7463f426d33ec0452c7ebf24a,Black Lives Matter Sacramento Says It Will Protest Stephon Clark Shooting Three Days A Week — Indefinitely — Until They 'Get Justice' - capradio.org,"protest, s, said",0.7962532280809085
33,a30665107430318c9006489c88a642c3f3953008,Brazil Prison Riot Leaves 9 Dead - The New York Times,"s, said, 's",1.571346942035121
34,13110280c0d9113bbcc08d27d7883a7f1a76a84b,Protesters Disrupt Speech by ‘Bell Curve’ Author at Vermont College - The New York Times,"protest, s, said",0.6771018028851588
35,25870829ee29545e090a8ca3f7f23c166144ed0f,Sacramento Kings reflect on protest and Stephon Clark shooting | The Sacramento Bee,"protest, s, said",0.5843498815074203
36,0041284e04be1bd3fae169396d4f0a8c8daeb32b,Westboro Baptist Church to protest at Orlando shooting victims' funerals,"protest, s, said",1.492897970959152
37,f769ae26425b7894e9a1399a2d74d542a9c186da,'Renoir sucks at painting' movement demands removal of artist's works | Art and design | The Guardian,"s, said, 's",1.696894008403519
38,97c68dc7005c32f47461207974fe71425c910b3c,What Happened In The Litchfield Riot? 'Orange Is The New Black' Season 6 Hinges On Some Of The Finer Details,"s, said, 's",1.760338673962875
39,e6c213911d7ae5a91120fa2560eae66675df5291,Pittsburgh Applies New Protest Rules During Tense Rally | Pennsylvania News | US News,"protest, s, said",0.9857331074581878
40,d69495c670875904af6ceabd60ac8a6660ee02b1,Riot Games and the Revival of the MMO - MMORPG.com,"s, said, 's",1.3698309834631657
41,957a0866d451a466b5b057ea87b7fa0b4e17eeda,State police response to highway protest cost $200000 | Belleville News-Democrat,"protest, s, said",1.8615589089490172
42,dabd9466cfda7fe0aa90b409da2e60e84fa92d28,Titans' Jurrell Casey national anthem protest NFL,"s, said, 's",1.8515455769580729
43,77eb7a12a9af8389951a0690673f388dd04b5af2,Demonstrators protest ICE in downtown Seattle | KIRO-TV,"protest, s, said",1.520838337148463
44,4d29e0437ae1e87135b8805ec7e459d9b11dda8b,Terrorism Scares Away the Tourists Europe Was Counting On - The New York Times,"terrorism, terrorist, attack",0.6592967191542887
45,20e43ebb9ec26812314760c2a52d912e3bc4a586,Oregon wildfire: Police suspect Eagle Creek started by teens with fireworks - The Washington Post,"s, said, 's",0.1922761015642954
46,948ff860f9fedcf4d5ea7a2e0eea57079c836966,CPUC rules against SDG&E in 2007 wildfire case - The San Diego Union-Tribune,"s, said, 's",0.97343981064206
47,93d31cd72efbd8250161dd9a36ec8fde46e0a9fa,Santa Cruz Mountains wildfire burns 270 acres 10 percent contained | abc7news.com,"s, said, 's",1.7107515253998449
48,c16774debc9fbef0a88d0f2c856e16fea3f4ffd3,Big wildfire in Richmond closes Westminster Highway this morning | Daily Hive Vancouver,"s, said, 's",1.7154889010678738
49,54a693ca09a788b4202388d7125757324ae601ee,What causes a heat wave? | MNN - Mother Nature Network,"storm, weather, snow",1.711924758800182
50,e5d29be1a1fd1c382ac9846cf23abd9b9aee7872,Wildfire in San Martin burns multiple structures,"s, said, 's",0.3223563445298924
51,9e88838d2e3e68f5e24c7cb9c361f120884f358f,The Right-Wing Firestorm That Rages On | Dissent Magazine,"trump, president, s",0.5628970302844114
52,8392a4ba0fbfa4719c282a8caa107c1650f9c5a5,Southern California weather forecast - Los Angeles Orange County Inland Empire Ventura County | abc7.com,"storm, weather, snow",2.6033971800962052
53,adbcfc35d6d2021dd368c23d64af9d4e0c3c70f4,When a wildfire threatens your summer vacation - SFGate,"s, said, 's",1.164646379460941
54,71bca4c442218b9340f407fc0d3ef5a7f91ebd02,Week In The News: Trump-Cohen Latest Reuniting Migrant Families Heat Wave | On Point,"trump, president, s",0.639194693196366
55,d2c55a7479ef482015ac1a40ab8840e893b7e552,Japan Turns Up Oil-Fired Power Plants Amid Deadly Heat Wave | OilPrice.com,"oil, spilling, bp",2.997799605907256
56,17b8cf996679ff8d49432f8b825f6cab748fc264,Keeping wildfire smoke out of large indoor spaces | Columnists | missoulian.com,"s, said, 's",1.8411482123959118
57,0769fe4f0a87f29fb8f40910659daabb0ec2b9ca,When will the prolonged heat wave end across the northwestern US?,"storm, weather, snow",2.096688142884894
58,961c13520cc01fa27fef758fe95ad1ef5227b9b5,Firenado: California fire vortex phenomenon seen amid chaos of Carr Fire near Redding California - CBS News,"s, said, 's",1.3171988372348742
59,4718592f2bc0b7cfa9a57e7fccd595be67029794,Deadly wildfire in Shasta County explodes to nearly 30000 acres,"s, said, 's",1.9480673493171647
60,39dc6cfd789df0cfc8488f1e18751c099134db16,SoCal heat wave presenting challenge for volleyball pros other athletes | abc7.com,"s, said, 's",1.4851734691773062
61,3badd63688a41d18bf3e0f78d909c90c2aeb2472,BPA preps for record power demand amid heat wave - KTVZ,"s, said, 's",1.2293326149848518
62,e71d3348dce629897dc5dee17aadc0b21b1f0a27,Exploding targets ignite wildfire debate | East Idaho News,"s, said, 's",1.6139985247809934
63,b3ca5c9c5e07487f78a6c64999cabdb1d5e65dea,Writing workshop helps wildfire victims heal from 'surreal days',"s, said, 's",0.6307302212765714
64,a93d63cb862c74cc4c30ed8bb50265175369d1a5,After a destructive wildfire flash floods and debris flows; the long cleanup from the Dollar Ridge Fire begins | fox13now.com,"s, said, 's",0.4932420245639936
65,5b914f6423bb54c7f29e76e51320e2c85f0141ae,Area could be looking at record-setting heat wave – Chico Enterprise-Record,"storm, weather, snow",1.6954309799338492
66,11adccc0e6591d1c834fb56644cb5be45d1ec141,List of Tennessee Valley Tornado Shelters | WHNT.com,"s, said, 's",1.7401754043539466
67,e521d253e7b283084b728e8f7bd73f3eae7764ad,Haboob Hubbub: The Science of the Monster Phoenix Dust Storm,"storm, weather, snow",1.0364653985050722
68,30ae03cdfa17292d109e1d2cbfe325030a1193c1,Iowa tornado: Where affected Marshalltown residents can get help,"tornado, marshalltown, damaged",1.9003174758118802
69,781baebc800d2f86f65f39ed6fdc019fcdc03b78,Tourist dies after heart attack at Disney's Blizzard Beach - Orlando Sentinel,"s, said, 's",1.4675991204355037
70,7d27890f7497a71abf7128e0c53f436af7a5e856,Iowa baseball team back on the field after EF-3 tornado,"tornado, marshalltown, damaged",2.436483587243136
71,55c021c211c0136408227d03393c637179a0567a,Why you may hear tornado sirens Tuesday - KMOV.com,"edt, gmt, edt",0.623132070463126
72,8fb1cab15fd065aa1ffc2749d4e243030e3b255e,Blizzard Warning: High winds about two feet of snow forecast for D.C. area - The Washington Post,"storm, weather, snow",1.1354646727659343
73,d0da071ed0d28e3c794ad9d88111af4c7ddf720a,Missing: Five-ton tractor last seen tossed by tornado on South Dakota farm - The Washington Post,"tornado, marshalltown, damaged",0.6624864027184275
